"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL1824759";"";"None";"375.56";"1";"6.60";"11e";"CCCCCCCCCCc1cn(C(c2ccccc2)c2ccccc2)nn1";"IC50";"'='";"13540.0";"nM";"4.87";"";"";"UO_0000065";"12.96";"0.24";"-1.73";"15.85";"0";"CHEMBL1828368";"Inhibition of aromatase using 7-methoxy-4-trifluoromethyl coumarin as substrate after 30 mins by fluorescence-based colorimetric analysis";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1821589";"1";"Scientific Literature";"Eur J Med Chem";"2011";"None";""
"CHEMBL360026";"";"None";"221.30";"0";"3.96";"28";"C(=C1\CCCc2ccccc21)\c1ccncc1";"IC50";"'='";"650129.69";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1246069";"Inhibition of aromatase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1240479";"1";"Scientific Literature";"Eur J Med Chem";"2010";"None";""
"CHEMBL371742";"";"None";"221.30";"0";"3.88";"41";"Cc1ccc2c(c1)/C(=C/c1ccncc1)CC2";"IC50";"'='";"1279381.3";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1246069";"Inhibition of aromatase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1240479";"1";"Scientific Literature";"Eur J Med Chem";"2010";"None";""
"CHEMBL275638";"FLAVONE";"2.0";"222.24";"0";"3.46";"Flavone";"O=c1cc(-c2ccccc2)oc2ccccc12";"IC50";"'='";"8.0";"nM";"8.10";"Potential transcription error";"";"UO_0000065";"";"";"";"";"1";"CHEMBL1105634";"Inhibition of human placental microsome CYP19";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157768";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";""
"CHEMBL83527";"PTEROSTILBENE";"2.0";"256.30";"0";"3.58";"6";"COc1cc(/C=C/c2ccc(O)cc2)cc(OC)c1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL1175842";"Inhibition of human aromatase preincubated with NADP+ for 10 mins before substrate addition measured after 30 mins";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1177666";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"None";""
"CHEMBL1172401";"";"None";"341.32";"0";"3.62";"73";"CC(=O)Oc1cc(/C=C/c2ccc([N+](=O)[O-])cc2)cc(OC(C)=O)c1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL1175842";"Inhibition of human aromatase preincubated with NADP+ for 10 mins before substrate addition measured after 30 mins";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1177666";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"None";""
"CHEMBL1825021";"";"None";"159.19";"0";"1.33";"22";"c1ccc(Cn2cncn2)cc1";"IC50";"'='";"4110.0";"nM";"5.39";"";"";"UO_0000065";"33.83";"0.61";"4.06";"17.54";"0";"CHEMBL1828368";"Inhibition of aromatase using 7-methoxy-4-trifluoromethyl coumarin as substrate after 30 mins by fluorescence-based colorimetric analysis";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1821589";"1";"Scientific Literature";"Eur J Med Chem";"2011";"None";""
"CHEMBL289945";"";"None";"335.84";"1";"5.15";"12c";"CCn1ccc2cccc(C(c3ccc(Cl)cc3)n3ccnc3)c21";"IC50";"'='";"55.0";"nM";"7.26";"";"";"UO_0000065";"21.62";"0.41";"2.11";"31.91";"0";"CHEMBL661694";"Inhibition of cytochrome P450 19A1 of human placental microsomes with [1-beta,2beta-3H]testosterone";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136431";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";""
"CHEMBL294361";"";"None";"251.33";"0";"3.53";"4";"COc1ccc2c(c1)C1C(CC2)C1c1ccncc1";"IC50";"'='";"61.0";"nM";"7.21";"";"";"UO_0000065";"28.71";"0.52";"3.68";"32.62";"1";"CHEMBL662434";"Inhibition of Human placental Cytochrome P450 19A1";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1128393";"1";"Scientific Literature";"J Med Chem";"1995";"None";""
"CHEMBL1397";"POSACONAZOLE";"4.0";"700.79";"2";"4.57";"Posaconazole";"CC[C@@H]([C@H](C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5CO[C@@](Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O";"IC50";"'='";"8400.0";"nM";"5.08";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4056603";"Inhibition of CYP19 in human hepatocyte microsomes using testosterone substrate by HPLC/MS/MS method";"A";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"Microsomes";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4052712";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";""
"CHEMBL509962";"";"None";"218.26";"0";"3.71";"27";"N#Cc1ccc2[nH]c(-c3ccccc3)cc2c1";"IC50";"'='";"3340.0";"nM";"5.48";"";"";"UO_0000065";"25.09";"0.44";"1.77";"13.84";"0";"CHEMBL4186378";"Inhibition of CYP19A1 (unknown origin) preincubated with NADPH followed by DBF substrate addition after 30 mins by fluorescence based assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4184169";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";""
"CHEMBL3134110";"";"None";"328.36";"0";"3.38";"2";"COc1c(C)c(OC)c2c(c1C=O)O[C@H](c1ccccc1)C[C@H]2O";"IC50";"'='";"1010.0";"nM";"6.00";"";"";"UO_0000065";"18.26";"0.34";"2.62";"9.23";"0";"CHEMBL3135122";"Inhibition of human recombinant aromatase expressed in baculovirus infected insect cells using O-benzylfluorescein benzyl ester as substrate after 30 mins";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3132766";"1";"Scientific Literature";"Medchemcomm";"2013";"None";""
"CHEMBL2163639";"";"None";"293.37";"0";"2.72";"4";"O=C1CCc2cc(C(C3CC3)n3ccnc3)cc3c2N1CC3";"IC50";"'='";"228.0";"nM";"6.64";"";"";"UO_0000065";"22.64";"0.41";"3.92";"17.42";"1";"CHEMBL2169291";"Inhibition of human placental CYP19 using androstenedione substrate";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2163333";"1";"Scientific Literature";"J Med Chem";"2012";"None";""
"CHEMBL4210489";"";"None";"217.27";"0";"3.82";"2d";"C#Cc1c(-c2ccccc2)[nH]c2ccccc12";"IC50";"'='";"1610.0";"nM";"5.79";"";"";"UO_0000065";"26.66";"0.47";"1.97";"36.69";"0";"CHEMBL4186378";"Inhibition of CYP19A1 (unknown origin) preincubated with NADPH followed by DBF substrate addition after 30 mins by fluorescence based assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4184169";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";""
"CHEMBL1173259";"";"None";"301.39";"1";"5.30";"13";"CC(C)=C(c1ccncc1)c1ccc(-c2cccc(O)c2)cc1";"IC50";"'='";"12000.0";"nM";"4.92";"";"";"UO_0000065";"16.33";"0.29";"-0.38";"14.86";"0";"CHEMBL1177587";"Inhibition of CYP19 in human placental microsomes";"B";"BAO_0000251";"microsome format";"Homo sapiens";"None";"None";"None";"Microsome";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1177736";"1";"Scientific Literature";"J Med Chem";"2010";"None";""
"CHEMBL2165325";"";"None";"306.39";"0";"4.36";"13";"O=C1CCc2cc(-c3cccnc3)cc(-c3ccsc3)c2N1";"IC50";"'='";"275.0";"nM";"6.56";"";"";"UO_0000065";"21.41";"0.41";"2.20";"15.62";"0";"CHEMBL2166348";"Inhibition of CYP19 in human placental microsomes using [1beta-3H]-androstendione as a substrate";"B";"BAO_0000251";"microsome format";"Homo sapiens";"None";"None";"None";"Microsome";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2163209";"1";"Scientific Literature";"J Med Chem";"2012";"None";""
"CHEMBL2165319";"";"None";"322.41";"0";"3.98";"7";"CN1C(=O)CCc2cc(-c3cccnc3)c(OC3CCCC3)cc21";"IC50";"'='";"22.0";"nM";"7.66";"";"";"UO_0000065";"23.75";"0.44";"3.68";"18.05";"0";"CHEMBL2166348";"Inhibition of CYP19 in human placental microsomes using [1beta-3H]-androstendione as a substrate";"B";"BAO_0000251";"microsome format";"Homo sapiens";"None";"None";"None";"Microsome";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2163209";"1";"Scientific Literature";"J Med Chem";"2012";"None";""
"CHEMBL226843";"";"None";"360.20";"0";"3.63";"12f";"N#Cc1ccc(N(Cc2cc(Cl)c(O)c(Cl)c2)n2cnnc2)cc1";"IC50";"'='";"7.6";"nM";"8.12";"";"";"UO_0000065";"22.54";"0.46";"4.49";"10.41";"0";"CHEMBL890184";"Inhibition of aromatase in JEG3 cell membrane";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"JEG-3";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145445";"1";"Scientific Literature";"J Med Chem";"2007";"CHEMBL3308202";""
"CHEMBL226791";"";"None";"321.34";"0";"2.33";"8e";"COc1cc(CN(c2ccc(C#N)cc2)n2cnnc2)ccc1O";"IC50";"'='";"2.8";"nM";"8.55";"";"";"UO_0000065";"26.62";"0.49";"6.22";"9.81";"0";"CHEMBL890184";"Inhibition of aromatase in JEG3 cell membrane";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"JEG-3";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145445";"1";"Scientific Literature";"J Med Chem";"2007";"CHEMBL3308202";""
"CHEMBL4204862";"";"None";"272.14";"0";"4.60";"29";"Brc1ccc2[nH]c(-c3ccccc3)cc2c1";"IC50";"'='";"39710.0";"nM";"4.40";"";"";"UO_0000065";"16.17";"0.38";"-0.20";"27.87";"0";"CHEMBL4186378";"Inhibition of CYP19A1 (unknown origin) preincubated with NADPH followed by DBF substrate addition after 30 mins by fluorescence based assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4184169";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";""
"CHEMBL4216885";"";"None";"252.27";"0";"3.75";"24a";"Cn1c(-c2ccccc2)cc2cc([N+](=O)[O-])ccc21";"IC50";"'='";"3880.0";"nM";"5.41";"";"";"UO_0000065";"21.45";"0.39";"1.66";"11.26";"0";"CHEMBL4186378";"Inhibition of CYP19A1 (unknown origin) preincubated with NADPH followed by DBF substrate addition after 30 mins by fluorescence based assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4184169";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";""
"CHEMBL28669";"";"None";"260.34";"0";"1.99";"32";"CC(C)CC1(c2ccc(N)cc2)CCC(=O)NC1=O";"IC50";"'='";"3000.0";"nM";"5.52";"";"";"UO_0000065";"21.21";"0.40";"3.53";"7.65";"0";"CHEMBL4398430";"Inhibition of human placental microsome aromatase using [1beta,2beta3H]-]testosterone as substrate measured up to 21 mins in presence of NADPH by liquid scintillation spectrometer method";"B";"BAO_0000251";"microsome format";"Homo sapiens";"CHEMBL3987910";"Placenta";"None";"Microsome";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4396892";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";""
"CHEMBL589974";"";"None";"294.75";"0";"3.52";"6";"N#Cc1ccc(Cn2cncn2)cc1-c1cccc(Cl)c1";"IC50";"'='";"0.22";"nM";"9.66";"";"";"UO_0000065";"32.77";"0.63";"6.14";"17.72";"0";"CHEMBL1067556";"Inhibition of aromatase in human JEG3 cells by scintillation spectrometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"JEG-3";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157574";"1";"Scientific Literature";"J Med Chem";"2010";"CHEMBL3308202";""
"CHEMBL1173260";"";"None";"279.31";"0";"4.18";"10";"Oc1ccc(-c2ccc(Cc3ccncc3)cc2)cc1F";"IC50";"'='";"2693.0";"nM";"5.57";"";"";"UO_0000065";"19.94";"0.36";"1.39";"16.82";"0";"CHEMBL1219275";"Inhibition of human placental CYP19";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1212925";"1";"Scientific Literature";"J Med Chem";"2010";"None";""
"CHEMBL1688896";"";"None";"350.35";"0";"3.76";"8";"O=c1cc(Cn2ccnc2)c2ccc(OCc3ccc(F)cc3)cc2o1";"IC50";"'='";"267.0";"nM";"6.57";"";"";"UO_0000065";"18.76";"0.35";"2.81";"11.48";"0";"CHEMBL1694074";"Inhibition of human placental microsome CYP19 using [1beta-3H] androstenedione as a substrate";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1687929";"1";"Scientific Literature";"J Med Chem";"2011";"None";""
"CHEMBL1688899";"";"None";"416.36";"0";"4.52";"11";"O=c1cc(Cn2ccnc2)c2ccc(OCc3ccc(OC(F)(F)F)cc3)cc2o1";"IC50";"'='";"481.0";"nM";"6.32";"";"";"UO_0000065";"15.17";"0.29";"1.80";"9.50";"1";"CHEMBL1694074";"Inhibition of human placental microsome CYP19 using [1beta-3H] androstenedione as a substrate";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1687929";"1";"Scientific Literature";"J Med Chem";"2011";"None";""
"CHEMBL427247";"";"None";"226.24";"0";"2.04";"19";"O=c1cc(Cn2ccnc2)c2ccccc2o1";"IC50";"'='";"2089.3";"nM";"5.68";"";"";"UO_0000065";"25.11";"0.46";"3.64";"11.83";"0";"CHEMBL916314";"Inhibition of human placental microsome CYP19";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149306";"1";"Scientific Literature";"J Med Chem";"2004";"None";""
"CHEMBL174407";"";"None";"244.29";"0";"1.31";"9d";"CCCN1C(=O)C2CC2(c2ccc(N)cc2)C1=O";"IC50";"'='";"600.0";"nM";"6.22";"";"";"UO_0000065";"25.47";"0.47";"4.91";"9.81";"0";"CHEMBL660327";"Inhibition of human placental cytochrome P450 19A1 androstenedione";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1124116";"1";"Scientific Literature";"J Med Chem";"1988";"None";""
"CHEMBL244795";"";"None";"262.31";"0";"3.16";"1a";"O=C(c1ccccc1)c1ccccc1Cn1ccnc1";"IC50";"'='";"560.0";"nM";"6.25";"";"";"UO_0000065";"23.83";"0.43";"3.09";"17.92";"0";"CHEMBL889228";"Inhibition of CYP19 in human placental microsomes";"B";"BAO_0000251";"microsome format";"Homo sapiens";"None";"None";"None";"Microsome";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145461";"1";"Scientific Literature";"J Med Chem";"2007";"None";""
"CHEMBL243756";"";"None";"383.41";"0";"4.74";"4";"O=C(c1ccc(-c2ccccc2)cc1)c1cc([N+](=O)[O-])ccc1Cn1ccnc1";"IC50";"'='";"17.7";"nM";"7.75";"";"";"UO_0000065";"20.22";"0.37";"3.01";"9.93";"0";"CHEMBL889228";"Inhibition of CYP19 in human placental microsomes";"B";"BAO_0000251";"microsome format";"Homo sapiens";"None";"None";"None";"Microsome";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145461";"1";"Scientific Literature";"J Med Chem";"2007";"None";""
"CHEMBL31215";"S-FADROZOLE";"None";"223.28";"0";"2.68";"T1";"N#Cc1ccc([C@@H]2CCCc3cncn32)cc1";"IC50";"'='";"16.98";"nM";"7.77";"";"";"UO_0000065";"34.80";"0.62";"5.09";"18.67";"0";"CHEMBL915480";"Inhibition of human placental microsome CYP19";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139479";"1";"Scientific Literature";"J Med Chem";"2005";"None";""
"CHEMBL224665";"";"None";"347.33";"0";"3.54";"(R)-1";"O=c1c([C@@H](c2ccc([N+](=O)[O-])cc2)n2ccnc2)coc2ccccc12";"IC50";"'='";"2.291";"nM";"8.64";"";"";"UO_0000065";"24.88";"0.45";"5.10";"9.48";"1";"CHEMBL915480";"Inhibition of human placental microsome CYP19";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139479";"1";"Scientific Literature";"J Med Chem";"2005";"None";""
"CHEMBL243960";"";"None";"338.41";"0";"4.83";"1c";"O=C(c1ccc(-c2ccccc2)cc1)c1ccccc1Cn1ccnc1";"IC50";"'='";"260.0";"nM";"6.58";"";"";"UO_0000065";"19.46";"0.35";"1.76";"18.87";"0";"CHEMBL889228";"Inhibition of CYP19 in human placental microsomes";"B";"BAO_0000251";"microsome format";"Homo sapiens";"None";"None";"None";"Microsome";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145461";"1";"Scientific Literature";"J Med Chem";"2007";"None";""
"CHEMBL226736";"";"None";"400.42";"0";"1.21";"8";"COc1cc(CN(c2ccc(C#N)cc2)n2cnnc2)ccc1OS(N)(=O)=O";"IC50";"'='";"42.0";"nM";"7.38";"";"";"UO_0000065";"18.42";"0.36";"6.17";"5.41";"0";"CHEMBL890184";"Inhibition of aromatase in JEG3 cell membrane";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"JEG-3";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145445";"1";"Scientific Literature";"J Med Chem";"2007";"CHEMBL3308202";""
"CHEMBL2096872";"";"None";"251.33";"0";"3.53";"T7";"COc1ccc2c(c1)[C@@H]1[C@H](CC2)[C@H]1c1ccncc1";"IC50";"'='";"10000.0";"nM";"5.00";"";"";"UO_0000065";"19.89";"0.36";"1.47";"22.60";"0";"CHEMBL915480";"Inhibition of human placental microsome CYP19";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139479";"1";"Scientific Literature";"J Med Chem";"2005";"None";""
"CHEMBL264401";"";"None";"238.32";"0";"3.87";"2";"c1ccc(-c2nsc(-c3ccccc3)n2)cc1";"IC50";"'>'";"32700.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2213354";"Inhibition of human aromatase activity after 30 mins by fluorescence analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2203005";"1";"Scientific Literature";"Bioorg Med Chem";"2012";"None";""
"CHEMBL1688914";"";"None";"332.36";"0";"3.64";"28";"COc1ccc2c(C(c3ccccc3)n3ccnc3)cc(=O)oc2c1";"IC50";"'='";"455.0";"nM";"6.34";"";"";"UO_0000065";"19.08";"0.35";"2.70";"11.08";"0";"CHEMBL1694074";"Inhibition of human placental microsome CYP19 using [1beta-3H] androstenedione as a substrate";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1687929";"1";"Scientific Literature";"J Med Chem";"2011";"None";""
"CHEMBL9298";"FADROZOLE";"-1.0";"223.28";"0";"2.68";"(+/-)-fadrozole";"N#Cc1ccc(C2CCCc3cncn32)cc1";"IC50";"'='";"52.0";"nM";"7.28";"";"";"UO_0000065";"32.62";"0.59";"4.60";"17.51";"1";"CHEMBL1694074";"Inhibition of human placental microsome CYP19 using [1beta-3H] androstenedione as a substrate";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1687929";"1";"Scientific Literature";"J Med Chem";"2011";"None";""
"CHEMBL2113619";"";"None";"357.52";"0";"4.67";"17";"C[C@]12CCC(=O)C(SCC#N)=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12";"IC50";"'='";"3700.0";"nM";"5.43";"";"";"UO_0000065";"15.19";"0.30";"0.76";"9.38";"0";"CHEMBL664247";"Inhibition of Cytochrome P450 19A1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1125454";"1";"Scientific Literature";"J Med Chem";"1992";"None";""
"CHEMBL3407539";"";"None";"312.41";"0";"3.00";"6, 6-HME";"C[C@]12C=CC(=O)C=C1C(CO)=C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12";"IC50";"'='";"980.0";"nM";"6.01";"";"";"UO_0000065";"19.23";"0.36";"3.01";"11.05";"0";"CHEMBL3414093";"Inhibition of human placental microsome aromatase expressed in human MCF7 cells using [1beta-3H] androstenedione as substrate after 1 hr by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MCF7";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3407463";"1";"Scientific Literature";"Eur J Med Chem";"2014";"CHEMBL3308403";""
"CHEMBL3752892";"";"None";"350.50";"1";"5.08";"38b";"C[C@]12CCC(=O)C(SCF)=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12";"IC50";"'='";"800.0";"nM";"6.10";"";"";"UO_0000065";"17.39";"0.35";"1.02";"17.86";"0";"CHEMBL3756939";"Inhibition of human aromatase extracted from placental microsomes using [1beta,2beta-3H]androstenedione as substrate after 10 mins";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3751755";"1";"Scientific Literature";"Eur J Med Chem";"2015";"None";""
"CHEMBL225497";"";"None";"330.23";"0";"4.30";"T8";"COc1cc2c(cc1Br)CC[C@H]1[C@H](c3ccncc3)[C@@H]21";"IC50";"'='";"933.25";"nM";"6.03";"";"";"UO_0000065";"18.26";"0.41";"1.73";"27.26";"0";"CHEMBL915480";"Inhibition of human placental microsome CYP19";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139479";"1";"Scientific Literature";"J Med Chem";"2005";"None";""
"CHEMBL409448";"";"None";"393.36";"0";"4.33";"64";"O=C(Nc1ccc([N+](=O)[O-])cc1OCc1ccccc1)c1ccc([N+](=O)[O-])cc1";"IC50";"'>'";"25000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL952107";"Inhibition of aromatase in human SKBR3 cells by tritiated water release assay";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"SK-BR-3";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143195";"1";"Scientific Literature";"J Med Chem";"2008";"CHEMBL3308062";""
