PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Activity Summary,Antagonist Activity,Antagonist Potency (uM),Antagonist Efficacy (%),Viability Activity,Viability Potency (uM),Viability Efficacy (%),Sample Source
154,144203749,4032,CC1(C2CCC(C2)C1(C)NC)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,BIOMOL
155,144203750,4054,CC12CC3CC(C1)(CC(C3)(C2)N)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,BIOMOL
156,144203752,4507,CCOC(=O)C1=C(NC(=C(C1C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OC)C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,BIOMOL
157,144203753,4497,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OCCOC,Inactive,0,,,inactive,inactive,,0,inactive,,0,BIOMOL
158,144203754,4500,CNCCC(C1=CC=CC=C1)OC2=CC=CC=C2OC,Inactive,0,,,inactive,inactive,,0,inactive,,0,BIOMOL
159,144203755,4567,CC(CCC1=CC=CC=C1)NC(C)C(C2=CC=C(C=C2)O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,BIOMOL
160,144203756,4418,COC1=CC=CC=C1N2CCN(CC2)CC(COC3=CC=CC4=CC=CC=C43)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,BIOMOL
161,144203758,4495,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2,Inactive,0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
162,144203759,4472,C1=CC=C(C=C1)CNC(=O)CCNNC(=O)C2=CC=NC=C2,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
163,144203764,4493,CC1(C(=O)N(C(=O)N1)C2=CC(=C(C=C2)[N+](=O)[O-])C(F)(F)F)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
164,144203765,39214,CC1=NC=C(C(=N1)N)CNC(=O)N(CCCl)N=O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
165,144203766,4581,C1=CC(=CC=C1C(CN)O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,BIOMOL
166,144203767,4628,CCN1C=C(C(=O)C2=CC3=C(C=C21)OCO3)C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
167,144203768,4636,CC1=CC(=C(C(=C1CC2=NCCN2)C)O)C(C)(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,BIOMOL
168,144203769,4626,C1C(CN(C1=O)CC(=O)N)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
169,144203771,4847,CC1=C(C(=O)N2C=CC=CC2=N1)CCN3CCC(CC3)C(=O)C4=CC=C(C=C4)F,Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
170,144203772,4828,CC(C)NCC(COC1=CC=CC2=C1C=CN2)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,BIOMOL
171,144203773,4671,CCCCCCCCCCCCCCCC(=O)NCCO,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
172,144203774,4740,CC(=O)CCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
173,144203775,16362,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,Inactive,0,,,inactive,inactive,,0,active antagonist,7.4978,-42.8553,BIOMOL
174,144203776,40632,CC1=CN(C(=O)C=C1)C2=CC=CC=C2,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
175,144203777,6084,COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
176,144203778,4927,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,BIOMOL
177,144203779,4932,CCCNCC(COC1=CC=CC=C1C(=O)CCC2=CC=CC=C2)O,Inactive,0,,,inactive,inactive,,0,inconclusive antagonist,31.618,-38.4895,BIOMOL
178,144203780,4843,C1CC(=O)N(C1)CC(=O)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
179,144203781,4992,CN(C)CCN(CC1=CC=C(C=C1)OC)C2=CC=CC=N2,Inactive,0,,,inactive,inactive,,0,inactive,,0,BIOMOL
180,144203782,54676228,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3,Inactive,0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
181,144203783,1676,CCCN1C2=C(C(=O)NC1=O)NC=N2,Inactive,0,,,inactive,inactive,,0,inactive,,0,BIOMOL
182,144203785,5917,C1CCC2=NN=NN2CC1,Inactive,0,,,inactive,inactive,,0,inactive,,0,BIOMOL
183,144203788,1046,C1=CN=C(C=N1)C(=O)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
184,144203789,4909,CCC1(C(=O)NCNC1=O)C2=CC=CC=C2,Inactive,0,,,inactive,inactive,,0,inactive,,0,BIOMOL
185,144203790,4848,CN1CCN(CC1)CC(=O)N2C3=CC=CC=C3C(=O)NC4=C2N=CC=C4,Inactive,0,,,inactive,inactive,,0,inactive,,0,BIOMOL
186,144203792,9373,CN(CC#C)CC1=CC=CC=C1.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
187,144203793,4781,CCCCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
188,144203794,4781,CCCCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3,Inactive,0,,,inactive,inactive,,0,inactive,,0,NCI
189,144203795,6603149,CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
190,144203796,4850,C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C4=NC=CC=N4,Inactive,0,,,inactive,inactive,,0,inactive,,0,BIOMOL
191,144203797,4913,CCN(CC)CCNC(=O)C1=CC=C(C=C1)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,BIOMOL
192,144203798,4938,CCCN1C=NC2=C1C(=O)N(C(=O)N2C)CCCCC(=O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,BIOMOL
193,144203799,5795,CCN(CC)CCOC(=O)C1=CC=C(C=C1)N.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
194,144203800,5702242,C1CN(CCN1)C2=NC3=CC=CC=C3C=C2.C(=C\C(=O)O)\C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,BIOMOL
195,144203801,3001055,CN/C(=C\[N+](=O)[O-])/NCCSCC1=CC=C(O1)CN(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,BIOMOL
196,144203802,5074,CC1=C(C(=O)N2C=CSC2=N1)CCN3CCC(=C(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F)CC3,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
197,144203804,5073,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,Inactive,0,,,inactive,inactive,,0,inactive,,0,BIOMOL
198,144203805,68712,C1CC1C(C2CC2)NC3=NCCO3,Inactive,0,,,inactive,inactive,,0,inconclusive antagonist,33.4915,-45.4799,BIOMOL
199,144203807,5095,CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1,Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
200,144203809,56959,CC1=C(C(=CC=C1)C)NC(=O)CN2CCN(CC2)CC(COC3=CC=CC=C3OC)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
201,144203811,5268,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CC4COC5=CC=CC=C5O4,Inactive,0,,,inactive,inactive,,0,inactive,,0,BIOMOL
202,144203812,5253,CC(C)NCC(C1=CC=C(C=C1)NS(=O)(=O)C)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,BIOMOL
203,144203813,5335,C1=CC=C(C=C1)N2C(=CC=N2)NS(=O)(=O)C3=CC=C(C=C3)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
204,144203814,131746,C1CN(CCC1N)C2=NC(=CC=C2)Cl.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,BIOMOL
205,144203815,72124,CC1CC(=O)NN=C1C2=CC=C(C=C2)NC(=NC)NC#N,Inactive,0,,,inactive,inactive,,0,inactive,,0,Tocris
206,144203817,2083,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,BIOMOL
207,144203821,1548887,CC\1=C(C2=C(/C1=C\C3=CC=C(C=C3)S(=O)C)C=CC(=C2)F)CC(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
208,144203822,3448,C1CNCC2=C1C(=O)NO2,Inactive,0,,,inactive,inactive,,0,inactive,,0,BIOMOL
209,144203823,656665,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C3=CNC4=CC=CC=C43,Inactive,0,,,inactive,inactive,,0,inactive,,0,BIOMOL
210,144203825,5387,CC1=C2C(=CS1)C(=O)NC3=CC=CC=C3N2C(=O)CN4CCN(CC4)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,BIOMOL
211,144203826,5426,C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
212,144203827,5702214,CCN(CC)CCNC(=O)C1=C(C=CC(=C1)S(=O)(=O)C)OC.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
213,144203828,1123,C(CS(=O)(=O)O)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,BIOMOL
214,144203830,5505,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,BIOMOL
215,144203832,5503,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CCCCCC2,Inactive,0,,,inactive,inactive,,0,inactive,,0,BIOMOL
216,144203835,5429,CN1C=NC2=C1C(=O)NC(=O)N2C,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
217,144203836,864,C1CSSC1CCCCC(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
218,144203837,62935,C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
219,144203838,2052,C1=CC(=C(C=C1C=C(C#N)C#N)O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
220,144203842,5578,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,NIEHS
221,144203843,54840,CC1=CC=CC=C1O[C@H](CCNC)C2=CC=CC=C2.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
222,144203844,671690,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C3=CC(=CC(=C3)Cl)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,BIOMOL
223,144203846,5405,CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
224,144203849,5639,CN1C(=CC(=O)N(C1=O)C)NCCCN2CCN(CC2)C3=CC=CC=C3OC,Inactive,0,,,inactive,inactive,,0,inconclusive antagonist,21.1317,-27.8857,BIOMOL
225,144203850,2435,C1CN=C(N1)NC2=C(C3=NC=CN=C3C=C2)Br,Inactive,0,,,inactive,inactive,,0,inactive,,0,BIOMOL
226,144203851,2520,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC,Inactive,0,,,inactive,inactive,,0,active antagonist,13.3332,-39.7491,BIOMOL
227,144203852,5665,C=CC(CCC(=O)O)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,BIOMOL
228,144203853,2998,CCCCCCCCC(=O)NCC1=CC(=C(C=C1)O)OC,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
229,144203854,5707,CC1=C(C(=CC=C1)C)NC2=NCCCS2,Inactive,0,,,inactive,inactive,,0,inactive,,0,BIOMOL
230,144203855,155774,C1COCCN1C(=O)NCCNCC(COC2=CC=C(C=C2)O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,BIOMOL
231,144203856,5282386,CC1=CC(=CC(=C1CC2=NCCN2)C)C(C)(C)C.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
232,144203857,135399235,CCCOC1=CC=CC=C1C2=NC3=NNN=C3C(=O)N2,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
233,144203858,5723,COC1=C(C=CC(=C1)C2=NNC(=O)C=C2)OC(F)F,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
234,144203859,6100,CC[N+](C)(C)CC1=CC=CC=C1Br.CC1=CC=C(C=C1)S(=O)(=O)[O-],Inactive,0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
235,144203860,31195,C(P(=O)(O)[O-])(P(=O)(O)[O-])(Cl)Cl.[Na+].[Na+],Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
236,144203861,23663954,C1=CC(=CN=C1)CC2=CC3=C(C=C2)OC(=C3)C(=O)[O-].[Na+],Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
237,144203862,71399,CN1CCN(CC1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl.C(CC(=O)O)C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
238,144203863,23681233,CCCCCN(CCCCC)C(=O)C(CCC(=O)[O-])NC(=O)C1=CC(=C(C=C1)Cl)Cl.[Na+],Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
239,144203864,60196260,CC1(CCCC(N1C)(C)C)C.[C@H]([C@@H](C(=O)O)O)(C(=O)O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
240,144203865,11953895,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[N-]=O.O.O.[Na+].[Na+].[Fe+4],Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
241,144203866,54670067,C([C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
242,144203867,135445761,C[N+]1=CC=CC=C1/C=N/O.[Cl-],Inactive,0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
243,144203869,6419941,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C(C3=CC=CC=C3)O.Br,Inactive,0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
244,144203870,5857,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CCCC[C@H]34,Inactive,0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
245,144203871,5883,CC[N+](C)(CC)CCOC(=O)C1C2=CC=CC=C2OC3=CC=CC=C13.[Br-],Inactive,0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
246,144203873,3440,C1=COC(=C1)CNC2=CC(=C(C=C2C(=O)O)S(=O)(=O)N)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
247,144203874,4174,CC(C)(C1=CN=CC=C1)C(=O)C2=CN=CC=C2,Inactive,0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
248,144203878,45105092,CN(CCCCCCCCCCN(C)C(=O)OC1=CC=CC=C1[N+](C)(C)C)C(=O)OC2=CC=CC=C2[N+](C)(C)C.[Br-].[Br-],Inactive,0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
249,144203880,5324,C1=CC(=CC=C1N)S(=O)(=O)N=C(N)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
250,144203882,5342,C1=CC=C(C=C1)N2C(=O)C(C(=O)N2C3=CC=CC=C3)CCS(=O)C4=CC=CC=C4,Inactive,0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
251,144203883,4993,CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
252,144203884,6009,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
253,144203885,4055,CC1=CC(=O)C2=CC=CC=C2C1=O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
254,144203888,938,C1=CC(=CN=C1)C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
255,144203889,6047,C1=CC(=C(C=C1C[C@@H](C(=O)O)N)O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,BIOMOL
256,144203890,6048,C1CN=C(N1)CC2=CC=CC=C2.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
257,144203891,60196261,C1CCCN(CCC1)CCN=C(N)N.OS(=O)(=O)O.OS(=O)(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
258,144203892,1349907,CN1C=CNC1=S,Inactive,0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
259,144203893,2206,CC1=CC(=O)N(N1C)C2=CC=CC=C2,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
260,144203894,6093,C1CN(C(=O)N1)C2=NC=C(S2)[N+](=O)[O-],Inactive,0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
261,144203895,4044,CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
262,144203896,2148,C1=CC(=CC=C1C(=O)NCC(=O)O)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
263,144203897,6103,C1=CC2=C(C=C1Cl)N=C(O2)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
264,144203898,4754,CCOC1=CC=C(C=C1)NC(=O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
265,144203899,6114,CC(C[N+](C)(C)C)OC(=O)C.[Cl-],Inactive,0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
266,144203900,6126,C[N+]1(CCC(=C(C2=CC=CC=C2)C3=CC=CC=C3)CC1)C.COS(=O)(=O)[O-],Inactive,0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
267,144203901,6135,CC(CCCN)NC1=C2C(=CC(=C1)OC)C=CC=N2.OP(=O)(O)O.OP(=O)(O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
268,144203902,5333,C1=CC(=CC=C1N)S(=O)(=O)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,NIEHS
269,144203903,2310,CCC1(CC(=O)NC(=O)C1)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
270,144203904,54682468,C[C@@]1([C@H]2C[C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C(C=CC(=C41)Cl)O)O)O)O)C(=O)N)N(C)C)O.Cl,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,,,"Prestwick Chemical, Inc."
271,144203905,54686764,CN(C)[C@H]1[C@@H]2C[C@@H]3[C@@H](C4=C(C=CC(=C4C(=C3C(=O)[C@@]2(C(=C(C1=O)C(=O)N)O)O)O)O)Cl)O.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
272,144203906,54704426,C[C@@]1([C@H]2C[C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
273,144203909,5311498,CC1=CC2=C(C=C1C)N(C=N2)[C@@H]3[C@@H]([C@@H]([C@H](O3)CO)OP(=O)([O-])O[C@H](C)CNC(=O)CC[C@@]4([C@H]([C@@H]5[C@]6([C@@]([C@@H](/C(=C(/C7=N/C(=C\C8=N/C(=C(\C4=N5)/C)/[C@H](C8(C)C)CCC(=O)N)/[C@H]([C@]7(C)CC(=O)N)CCC(=O)N)\C)/[N-]6)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[C-]#N.[Co+3],Inactive,0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
274,144203910,6231,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3CCC(=O)C4,Inactive,0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
275,144203911,5215,C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
276,144203913,3775,CC(C)[N+](C)(CCC(C1=CC=CC=C1)(C2=CC=CC=C2)C(=O)N)C(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
277,144203914,5340,C1=CC(=CC=C1N)S(=O)(=O)NC2=NC=CS2,Inactive,0,,,inactive,inactive,,0,inactive,,0,NIEHS
278,144203915,5775,CC1=CC=C(C=C1)N(CC2=NCCN2)C3=CC(=CC=C3)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,BIOMOL
279,144203916,2315,C1=CC=C(C=C1)CC2NC3=C(C=C(C(=C3)C(F)(F)F)S(=O)(=O)N)S(=O)(=O)N2,Inactive,0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
280,144203917,6307,CCC1NC2=CC(=C(C=C2C(=O)N1)S(=O)(=O)N)Cl,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,,,"Prestwick Chemical, Inc."
281,144203919,4994,CCC1(C(=O)C=CNC1=O)CC,Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
282,144203920,2732,C1=CC=C2C(=C1)C(=O)NC2(C3=CC(=C(C=C3)Cl)S(=O)(=O)N)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
283,144203921,3291,CCC1(CC(=O)NC1=O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
284,144203922,2955,C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
285,144203923,6634,C1=CC(=CC=C1N)S(=O)(=O)NC2=NN=C(C=C2)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
286,144203924,5330,COC1=NN=C(C=C1)NS(=O)(=O)C2=CC=C(C=C2)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
287,144203925,3828,CC1=CC(=O)C2=C(C3=C(C(=C2O1)OC)OC=C3)OC,Inactive,0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
288,144203926,4760,C1=CC=C(C=C1)C2C(=O)C3=CC=CC=C3C2=O,Inactive,0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
289,144203928,192197,CC[C@H](C1=CC=C(C=C1)O)[C@@H](CC)C2=CC=C(C=C2)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
290,144203929,667476,C/C=C(/C(=C/C)/C1=CC=C(C=C1)O)\C2=CC=C(C=C2)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
291,144203930,6769,CCOC(=O)OC1=C(C=C(C=C1OC)C(=O)O[C@@H]2C[C@@H]3CN4CCC5=C([C@H]4C[C@@H]3[C@@H]([C@H]2OC)C(=O)OC)NC6=C5C=CC(=C6)OC)OC,Inactive,0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
292,144203931,4806,C1=CC=C(C(=C1)C(=O)NC2=CC=C(C=C2)S(=O)(=O)NC3=NC=CS3)C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
293,144203932,3025,CCCCOC1=NC2=CC=CC=C2C(=C1)C(=O)NCCN(CC)CC,Inactive,0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
294,144203933,6839,CN1C(=O)CC(C1=O)C2=CC=CC=C2,Inactive,0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
295,144203934,3292,CCN1C(=O)C(NC1=O)C2=CC=CC=C2,Inactive,0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
296,144203935,4075,C1=CC(=C(C=C1N)C(=O)O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
297,144203936,5280567,CC1=CC(=O)OC2=C1C=CC(=C2)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
298,144203937,644020,C1CCN2C[C@@H]3C[C@H]([C@H]2C1)CN4[C@H]3CCCC4,Inactive,0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
299,144203938,2343,C1=CC=C(C=C1)CSCC2=NS(=O)(=O)C3=CC(=C(C=C3N2)Cl)S(=O)(=O)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
300,144203939,3293,CCOC1=CC2=C(C=C1)NC(C=C2C)(C)C,Inactive,0,,,inactive,inactive,,0,inconclusive antagonist,31.618,-38.0341,NIEHS
301,144203940,3516,COC1=CC=CC=C1OCC(CO)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
302,144203941,7172,CNCC(C1=CC=C(C=C1)O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
303,144203943,2482,CCCCOC(=O)C1=CC=C(C=C1)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
304,144203945,3735,CCC(CC1=C(C(=C(C=C1I)I)N)I)C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
305,144203946,204,C1(C(=O)NC(=O)N1)NC(=O)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
306,144203948,1983,CC(=O)NC1=CC=C(C=C1)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
